(50, 5, 2, RED, 0.000000, 550.000000, 40.000000, 570.000000)
(51, 5, 2, RED, 24.500000, 550.000000, 64.500000, 570.000000)
(52, 5, 2, RED, 49.000000, 550.000000, 89.000000, 570.000000)
(53, 5, 2, RED, 73.500000, 550.000000, 113.500000, 570.000000)
(54, 5, 2, RED, 98.000000, 550.000000, 138.000000, 570.000000)
(55, 5, 2, RED, 122.500000, 550.000000, 162.500000, 570.000000)
(56, 5, 2, RED, 147.000000, 550.000000, 187.000000, 570.000000)
(57, 5, 2, RED, 171.500000, 550.000000, 211.500000, 570.000000)
(58, 5, 2, RED, 196.000000, 550.000000, 236.000000, 570.000000)
(59, 5, 2, RED, 220.500000, 550.000000, 260.500000, 570.000000)
(60, 5, 2, RED, 245.000000, 550.000000, 285.000000, 570.000000)
(60, 1, 2, RED, 0.000000, 200.000000, 150.000000, 450.000000)
(60, 3, 1, BLACK, 0.000000, 100.000000, 40.000000, 120.000000)
(61, 5, 2, RED, 269.500000, 550.000000, 309.500000, 570.000000)
(61, 3, 1, BLACK, 20.888889, 100.000000, 60.888889, 120.000000)
(61, 1, 2, RED, 29.500000, 200.000000, 179.500000, 450.000000)
(62, 5, 2, RED, 294.000000, 550.000000, 334.000000, 570.000000)
(62, 3, 1, BLACK, 41.777779, 100.000000, 81.777779, 120.000000)
(62, 1, 2, RED, 59.000000, 200.000000, 209.000000, 450.000000)
(63, 3, 1, BLACK, 62.666668, 100.000000, 102.666672, 120.000000)
(63, 1, 2, RED, 88.500000, 200.000000, 238.500000, 450.000000)
(63, 5, 2, RED, 318.500000, 550.000000, 358.500000, 570.000000)
(64, 3, 1, BLACK, 83.555557, 100.000000, 123.555557, 120.000000)
(64, 5, 2, RED, 343.000000, 550.000000, 383.000000, 570.000000)
(64, 1, 2, RED, 118.000000, 200.000000, 268.000000, 450.000000)
(65, 3, 1, BLACK, 104.444443, 100.000000, 144.444443, 120.000000)
(65, 1, 2, RED, 147.500000, 200.000000, 297.500000, 450.000000)
(65, 5, 2, RED, 367.500000, 550.000000, 407.500000, 570.000000)
(66, 3, 1, BLACK, 125.333336, 100.000000, 165.333344, 120.000000)
(66, 1, 2, RED, 177.000000, 200.000000, 327.000000, 450.000000)
(66, 5, 2, RED, 392.000000, 550.000000, 432.000000, 570.000000)
(67, 5, 2, RED, 416.500000, 550.000000, 456.500000, 570.000000)
(67, 3, 1, BLACK, 146.222229, 100.000000, 186.222229, 120.000000)
(67, 1, 2, RED, 206.500000, 200.000000, 356.500000, 450.000000)
(68, 5, 2, RED, 441.000000, 550.000000, 481.000000, 570.000000)
(68, 1, 2, RED, 236.000000, 200.000000, 386.000000, 450.000000)
(68, 3, 1, BLACK, 167.111115, 100.000000, 207.111115, 120.000000)
(69, 5, 2, RED, 465.500000, 550.000000, 505.500000, 570.000000)
(69, 3, 1, BLACK, 188.000000, 100.000000, 228.000000, 120.000000)
(69, 1, 2, RED, 265.500000, 200.000000, 415.500000, 450.000000)
(70, 5, 2, RED, 490.000000, 550.000000, 530.000000, 570.000000)
(70, 4, 2, GREEN, 1770.000000, 600.000000, 1920.000000, 700.000000)
(70, 3, 1, BLACK, 208.888885, 100.000000, 248.888885, 120.000000)
(70, 1, 2, RED, 295.000000, 200.000000, 445.000000, 450.000000)
(70, 2, 2, BLUE, 0.000000, 400.000000, 150.000000, 500.000000)
(71, 5, 2, RED, 514.500000, 550.000000, 554.500000, 570.000000)
(71, 2, 2, BLUE, 59.000000, 400.000000, 209.000000, 500.000000)
(71, 3, 1, BLACK, 229.777786, 100.000000, 269.777771, 120.000000)
(71, 1, 2, RED, 324.500000, 200.000000, 474.500000, 450.000000)
(71, 4, 2, GREEN, 1711.000000, 600.000000, 1861.000000, 700.000000)
(72, 5, 2, RED, 539.000000, 550.000000, 579.000000, 570.000000)
(72, 3, 1, BLACK, 250.666672, 100.000000, 290.666687, 120.000000)
(72, 2, 2, BLUE, 118.000000, 400.000000, 268.000000, 500.000000)
(72, 4, 2, GREEN, 1652.000000, 600.000000, 1802.000000, 700.000000)
(72, 1, 2, RED, 354.000000, 200.000000, 504.000000, 450.000000)
(73, 4, 2, GREEN, 1593.000000, 600.000000, 1743.000000, 700.000000)
(73, 3, 1, BLACK, 271.555573, 100.000000, 311.555573, 120.000000)
(73, 2, 2, BLUE, 177.000000, 400.000000, 327.000000, 500.000000)
(73, 5, 2, RED, 563.500000, 550.000000, 603.500000, 570.000000)
(73, 1, 2, RED, 383.500000, 200.000000, 533.500000, 450.000000)
(74, 5, 2, RED, 588.000000, 550.000000, 628.000000, 570.000000)
(74, 4, 2, GREEN, 1534.000000, 600.000000, 1684.000000, 700.000000)
(74, 1, 2, RED, 413.000000, 200.000000, 563.000000, 450.000000)
(74, 2, 2, BLUE, 236.000000, 400.000000, 386.000000, 500.000000)
(74, 3, 1, BLACK, 292.444458, 100.000000, 332.444458, 120.000000)
(75, 5, 2, RED, 612.500000, 550.000000, 652.500000, 570.000000)
(75, 4, 2, GREEN, 1475.000000, 600.000000, 1625.000000, 700.000000)
(75, 2, 2, BLUE, 295.000000, 400.000000, 445.000000, 500.000000)
(75, 3, 1, BLACK, 313.333344, 100.000000, 353.333344, 120.000000)
(75, 1, 2, RED, 442.500000, 200.000000, 592.500000, 450.000000)
(76, 4, 2, GREEN, 1416.000000, 600.000000, 1566.000000, 700.000000)
(76, 3, 1, BLACK, 334.222229, 100.000000, 374.222229, 120.000000)
(76, 1, 2, RED, 472.000000, 200.000000, 622.000000, 450.000000)
(76, 2, 2, BLUE, 354.000000, 400.000000, 504.000000, 500.000000)
(76, 5, 2, RED, 637.000000, 550.000000, 677.000000, 570.000000)
(77, 4, 2, GREEN, 1357.000000, 600.000000, 1507.000000, 700.000000)
(77, 3, 1, BLACK, 355.111115, 100.000000, 395.111115, 120.000000)
(77, 2, 2, BLUE, 413.000000, 400.000000, 563.000000, 500.000000)
(77, 1, 2, RED, 501.500000, 200.000000, 651.500000, 450.000000)
(77, 5, 2, RED, 661.500000, 550.000000, 701.500000, 570.000000)
(78, 4, 2, GREEN, 1298.000000, 600.000000, 1448.000000, 700.000000)
(78, 1, 2, RED, 531.000000, 200.000000, 681.000000, 450.000000)
(78, 3, 1, BLACK, 376.000000, 100.000000, 416.000000, 120.000000)
(78, 2, 2, BLUE, 472.000000, 400.000000, 622.000000, 500.000000)
(78, 5, 2, RED, 686.000000, 550.000000, 726.000000, 570.000000)
(79, 3, 1, BLACK, 396.888885, 100.000000, 436.888885, 120.000000)
(79, 4, 2, GREEN, 1239.000000, 600.000000, 1389.000000, 700.000000)
(79, 1, 2, RED, 560.500000, 200.000000, 710.500000, 450.000000)
(79, 2, 2, BLUE, 531.000000, 400.000000, 681.000000, 500.000000)
(79, 5, 2, RED, 710.500000, 550.000000, 750.500000, 570.000000)
(80, 1, 2, RED, 590.000000, 200.000000, 740.000000, 450.000000)
(80, 3, 1, BLACK, 417.777771, 100.000000, 457.777771, 120.000000)
(80, 2, 2, BLUE, 590.000000, 400.000000, 740.000000, 500.000000)
(80, 5, 2, RED, 735.000000, 550.000000, 775.000000, 570.000000)
(80, 4, 2, GREEN, 1180.000000, 600.000000, 1330.000000, 700.000000)
(81, 4, 2, GREEN, 1121.000000, 600.000000, 1271.000000, 700.000000)
(81, 3, 1, BLACK, 438.666687, 100.000000, 478.666687, 120.000000)
(81, 1, 2, RED, 619.500000, 200.000000, 769.500000, 450.000000)
(81, 5, 2, RED, 759.500000, 550.000000, 799.500000, 570.000000)
(81, 2, 2, BLUE, 649.000000, 400.000000, 799.000000, 500.000000)
(82, 3, 1, BLACK, 459.555573, 100.000000, 499.555573, 120.000000)
(82, 5, 2, RED, 784.000000, 550.000000, 824.000000, 570.000000)
(82, 1, 2, RED, 649.000000, 200.000000, 799.000000, 450.000000)
(82, 2, 2, BLUE, 708.000000, 400.000000, 858.000000, 500.000000)
(82, 4, 2, GREEN, 1062.000000, 600.000000, 1212.000000, 700.000000)
(83, 2, 2, BLUE, 767.000000, 400.000000, 917.000000, 500.000000)
(83, 1, 2, RED, 678.500000, 200.000000, 828.500000, 450.000000)
(83, 3, 1, BLACK, 480.444458, 100.000000, 520.444458, 120.000000)
(83, 5, 2, RED, 808.500000, 550.000000, 848.500000, 570.000000)
(83, 4, 2, GREEN, 1003.000000, 600.000000, 1153.000000, 700.000000)
(84, 2, 2, BLUE, 826.000000, 400.000000, 976.000000, 500.000000)
(84, 4, 2, GREEN, 944.000000, 600.000000, 1094.000000, 700.000000)
(84, 5, 2, RED, 833.000000, 550.000000, 873.000000, 570.000000)
(84, 3, 1, BLACK, 501.333344, 100.000000, 541.333374, 120.000000)
(84, 1, 2, RED, 708.000000, 200.000000, 858.000000, 450.000000)
(85, 2, 2, BLUE, 885.000000, 400.000000, 1035.000000, 500.000000)
(85, 4, 2, GREEN, 885.000000, 600.000000, 1035.000000, 700.000000)
(85, 5, 2, RED, 857.500000, 550.000000, 897.500000, 570.000000)
(85, 3, 1, BLACK, 522.222229, 100.000000, 562.222229, 120.000000)
(85, 1, 2, RED, 737.500000, 200.000000, 887.500000, 450.000000)
(86, 5, 2, RED, 882.000000, 550.000000, 922.000000, 570.000000)
(86, 1, 2, RED, 767.000000, 200.000000, 917.000000, 450.000000)
(86, 2, 2, BLUE, 944.000000, 400.000000, 1094.000000, 500.000000)
(86, 4, 2, GREEN, 826.000000, 600.000000, 976.000000, 700.000000)
(86, 3, 1, BLACK, 543.111145, 100.000000, 583.111145, 120.000000)
(87, 4, 2, GREEN, 767.000000, 600.000000, 917.000000, 700.000000)
(87, 5, 2, RED, 906.500000, 550.000000, 946.500000, 570.000000)
(87, 3, 1, BLACK, 564.000000, 100.000000, 604.000000, 120.000000)
(87, 1, 2, RED, 796.500000, 200.000000, 946.500000, 450.000000)
(87, 2, 2, BLUE, 1003.000000, 400.000000, 1153.000000, 500.000000)
(88, 3, 1, BLACK, 584.888916, 100.000000, 624.888916, 120.000000)
(88, 1, 2, RED, 826.000000, 200.000000, 976.000000, 450.000000)
(88, 4, 2, GREEN, 708.000000, 600.000000, 858.000000, 700.000000)
(88, 2, 2, BLUE, 1062.000000, 400.000000, 1212.000000, 500.000000)
(88, 5, 2, RED, 931.000000, 550.000000, 971.000000, 570.000000)
(89, 3, 1, BLACK, 605.777771, 100.000000, 645.777771, 120.000000)
(89, 1, 2, RED, 855.500000, 200.000000, 1005.500000, 450.000000)
(89, 4, 2, GREEN, 649.000000, 600.000000, 799.000000, 700.000000)
(89, 2, 2, BLUE, 1121.000000, 400.000000, 1271.000000, 500.000000)
(89, 5, 2, RED, 955.500000, 550.000000, 995.500000, 570.000000)
(90, 4, 2, GREEN, 590.000000, 600.000000, 740.000000, 700.000000)
(90, 2, 2, BLUE, 1180.000000, 400.000000, 1330.000000, 500.000000)
(90, 5, 2, RED, 980.000000, 550.000000, 1020.000000, 570.000000)
(90, 1, 2, RED, 885.000000, 200.000000, 1035.000000, 450.000000)
(90, 3, 1, BLACK, 626.666687, 100.000000, 666.666687, 120.000000)
(91, 5, 2, RED, 980.000000, 550.000000, 1020.000000, 570.000000)
(91, 1, 2, RED, 914.500000, 200.000000, 1064.500000, 450.000000)
(91, 3, 1, BLACK, 647.555542, 100.000000, 687.555542, 120.000000)
(91, 4, 2, GREEN, 531.000000, 600.000000, 681.000000, 700.000000)
(91, 2, 2, BLUE, 1239.000000, 400.000000, 1389.000000, 500.000000)
(92, 3, 1, BLACK, 668.444458, 100.000000, 708.444458, 120.000000)
(92, 1, 2, RED, 944.000000, 200.000000, 1094.000000, 450.000000)
(92, 5, 2, RED, 928.421021, 550.000000, 968.421021, 570.000000)
(92, 2, 2, BLUE, 1298.000000, 400.000000, 1448.000000, 500.000000)
(92, 4, 2, GREEN, 472.000000, 600.000000, 622.000000, 700.000000)
(93, 2, 2, BLUE, 1357.000000, 400.000000, 1507.000000, 500.000000)
(93, 5, 2, RED, 876.842102, 550.000000, 916.842102, 570.000000)
(93, 1, 2, RED, 973.500000, 200.000000, 1123.500000, 450.000000)
(93, 4, 2, GREEN, 413.000000, 600.000000, 563.000000, 700.000000)
(93, 3, 1, BLACK, 689.333374, 100.000000, 729.333374, 120.000000)
(94, 5, 2, RED, 825.263184, 550.000000, 865.263184, 570.000000)
(94, 4, 2, GREEN, 354.000000, 600.000000, 504.000000, 700.000000)
(94, 1, 2, RED, 1003.000000, 200.000000, 1153.000000, 450.000000)
(94, 2, 2, BLUE, 1416.000000, 400.000000, 1566.000000, 500.000000)
(94, 3, 1, BLACK, 710.222229, 100.000000, 750.222229, 120.000000)
(95, 5, 2, RED, 773.684204, 550.000000, 813.684204, 570.000000)
(95, 4, 2, GREEN, 295.000000, 600.000000, 445.000000, 700.000000)
(95, 1, 2, RED, 1032.500000, 200.000000, 1182.500000, 450.000000)
(95, 2, 2, BLUE, 1475.000000, 400.000000, 1625.000000, 500.000000)
(95, 3, 1, BLACK, 731.111145, 100.000000, 771.111145, 120.000000)
(96, 1, 2, RED, 1062.000000, 200.000000, 1212.000000, 450.000000)
(96, 5, 2, RED, 722.105225, 550.000000, 762.105225, 570.000000)
